Calladdr,Address,Ordinal,Function,Module
0x015884C0,0x66a38f11,2985,?substr@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBE?AV12@II@Z,msvcp90.dll
0x015884C4,0x66a34b98,2067,?find_first_of@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEIABV12@I@Z,msvcp90.dll
0x015884C8,0x66a309a6,2038,?find@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEIPBGI@Z,msvcp90.dll
0x015884CC,0x66a2d922,1961,?empty@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBE_NXZ,msvcp90.dll
0x015884D0,0x66a34a9a,1968,?end@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE?AV?$_String_iterator@GU?$char_traits@G@std@@V?$allocator@G@2@@2@XZ,msvcp90.dll
0x015884D4,0x66a34a48,1600,?begin@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE?AV?$_String_iterator@GU?$char_traits@G@std@@V?$allocator@G@2@@2@XZ,msvcp90.dll
0x015884D8,0x66a2d922,1961,?empty@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBE_NXZ,msvcp90.dll
0x015884DC,0x66a48d56,1030,??_D?$basic_ofstream@DU?$char_traits@D@std@@@std@@QAEXXZ,msvcp90.dll
0x015884E0,0x66a48cf3,1018,??_D?$basic_ifstream@DU?$char_traits@D@std@@@std@@QAEXXZ,msvcp90.dll
0x015884E4,0x66a2506e,1686,?data@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEPBDXZ,msvcp90.dll
0x015884E8,0x66a25ebb,608,??1?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@XZ,msvcp90.dll
0x015884EC,0x66a2506e,1686,?data@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEPBDXZ,msvcp90.dll
0x015884F0,0x66a27286,368,??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@ABV01@@Z,msvcp90.dll
0x015884F4,0x00000000,,,
0x015884F8,0x678acc60,860,_set_invalid_parameter_handler,msvcr90.dll
0x015884FC,0x67876292,1448,wprintf_s,msvcr90.dll
0x01588500,0x6787338c,886,_snwprintf_s,msvcr90.dll
0x01588504,0x678721b1,1328,printf_s,msvcr90.dll
0x01588508,0x67870b55,428,_fseeki64,msvcr90.dll
0x0158850C,0x678695c1,913,_stat64i32,msvcr90.dll
0x01588510,0x678683cf,306,_chdir,msvcr90.dll
0x01588514,0x678a92b6,822,_read,msvcr90.dll
0x01588518,0x678a77d5,798,_open,msvcr90.dll
0x0158851C,0x678a9c98,1161,_write,msvcr90.dll
0x01588520,0x678a6caa,314,_close,msvcr90.dll
0x01588524,0x67899405,927,_strlwr,msvcr90.dll
0x01588528,0x678acb33,524,_invoke_watson,msvcr90.dll
0x0158852C,0x6789c32f,55,?_type_info_dtor_internal_method@type_info@@QAEXXZ,msvcr90.dll
0x01588530,0x678b1661,332,_crt_debugger_hook,msvcr90.dll
0x01588534,0x678b1850,372,_except_handler4_common,msvcr90.dll
0x01588538,0x67861be0,226,__set_app_type,msvcr90.dll
0x0158853C,0x67862ace,209,__p__fmode,msvcr90.dll
0x01588540,0x67862a99,205,__p__commode,msvcr90.dll
0x01588544,0x678dc618,268,_adjust_fdiv,msvcr90.dll
0x01588548,0x67861bff,229,__setusermatherr,msvcr90.dll
0x0158854C,0x678adf51,317,_configthreadlocale,msvcr90.dll
0x01588550,0x67862211,518,_initterm_e,msvcr90.dll
0x01588554,0x678621ee,517,_initterm,msvcr90.dll
0x01588558,0x678dba2c,254,_acmdln,msvcr90.dll
0x0158855C,0x678804e0,550,_ismbblead,msvcr90.dll
0x01588560,0x678acf88,104,_XcptFilter,msvcr90.dll
0x01588564,0x67862470,381,_exit,msvcr90.dll
0x01588568,0x6786248b,301,_cexit,msvcr90.dll
0x0158856C,0x67862793,161,__getmainargs,msvcr90.dll
0x01588570,0x67862157,278,_amsg_exit,msvcr90.dll
0x01588574,0x67863607,353,_decode_pointer,msvcr90.dll
0x01588578,0x678ace5a,797,_onexit,msvcr90.dll
0x0158857C,0x67862efa,631,_lock,msvcr90.dll
0x01588580,0x67863582,363,_encode_pointer,msvcr90.dll
0x01588584,0x678aceb7,150,__dllonexit,msvcr90.dll
0x01588588,0x67862e16,999,_unlock,msvcr90.dll
0x0158858C,0x6789be7b,68,?terminate@@YAXXZ,msvcr90.dll
0x01588590,0x678b47c1,1301,labs,msvcr90.dll
0x01588594,0x678bb2f0,1326,pow,msvcr90.dll
0x01588598,0x678c3426,1256,frexp,msvcr90.dll
0x0158859C,0x6787c9c8,1280,isgraph,msvcr90.dll
0x015885A0,0x6787c938,1283,isprint,msvcr90.dll
0x015885A4,0x6787c566,1286,isupper,msvcr90.dll
0x015885A8,0x6787c5ef,1282,islower,msvcr90.dll
0x015885AC,0x678690e7,912,_stat64,msvcr90.dll
0x015885B0,0x67879dae,502,_gmtime64,msvcr90.dll
0x015885B4,0x678af18a,1269,getenv,msvcr90.dll
0x015885B8,0x678a9442,641,_lseeki64,msvcr90.dll
0x015885BC,0x678a79bd,433,_fstat64,msvcr90.dll
0x015885C0,0x678b0c85,233,__sys_nerr,msvcr90.dll
0x015885C4,0x678b4f94,1365,strerror,msvcr90.dll
0x015885C8,0x6786eb18,1248,fputs,msvcr90.dll
0x015885CC,0x6786e568,1238,fgets,msvcr90.dll
0x015885D0,0x6787bb90,1372,strncpy,msvcr90.dll
0x015885D4,0x678bb6c4,1353,sqrt,msvcr90.dll
0x015885D8,0x678badf0,1226,cos,msvcr90.dll
0x015885DC,0x67876c41,1370,strncat_s,msvcr90.dll
0x015885E0,0x678bb1d0,82,_CIlog10,msvcr90.dll
0x015885E4,0x6787ddfb,1315,mbstowcs_s,msvcr90.dll
0x015885E8,0x67864792,1318,memcmp,msvcr90.dll
0x015885EC,0x678c36c0,1324,modf,msvcr90.dll
0x015885F0,0x6787b970,1364,strcspn,msvcr90.dll
0x015885F4,0x6787be60,1377,strspn,msvcr90.dll
0x015885F8,0x6787c706,1300,isxdigit,msvcr90.dll
0x015885FC,0x6786a9c4,1182,_wstat64,msvcr90.dll
0x01588600,0x678757d7,1134,_wfopen_s,msvcr90.dll
0x01588604,0x6787255b,1342,rewind,msvcr90.dll
0x01588608,0x67868553,369,_errno,msvcr90.dll
0x0158860C,0x67899cc9,1418,wcscoll,msvcr90.dll
0x01588610,0x67899fb4,1076,_wcsicoll,msvcr90.dll
0x01588614,0x678b47d8,1307,longjmp,msvcr90.dll
0x01588618,0x678b26f0,868,_setjmp3,msvcr90.dll
0x0158861C,0x678b0b1d,1304,localeconv,msvcr90.dll
0x01588620,0x6787e4bf,1379,strtod,msvcr90.dll
0x01588624,0x678ba95b,320,_controlfp_s,msvcr90.dll
0x01588628,0x678633ef,366,_endthreadex,msvcr90.dll
0x0158862C,0x678bb070,81,_CIlog,msvcr90.dll
0x01588630,0x678baf9c,79,_CIexp,msvcr90.dll
0x01588634,0x67877cb4,1225,clock,msvcr90.dll
0x01588638,0x6789be59,1422,wcsftime,msvcr90.dll
0x0158863C,0x678666a1,986,_ultoa_s,msvcr90.dll
0x01588640,0x67877364,1429,wcsnlen,msvcr90.dll
0x01588644,0x678b43f3,1179,_wsplitpath_s,msvcr90.dll
0x01588648,0x678b3678,1145,_wmakepath_s,msvcr90.dll
0x0158864C,0x6789e3f0,125,__RTDynamicCast,msvcr90.dll
0x01588650,0x67880676,562,_ismbcdigit,msvcr90.dll
0x01588654,0x678850b0,764,_mbsspn,msvcr90.dll
0x01588658,0x6787ce70,1297,iswspace,msvcr90.dll
0x0158865C,0x6787ce02,1292,iswdigit,msvcr90.dll
0x01588660,0x6787729e,1421,wcscspn,msvcr90.dll
0x01588664,0x67877839,1434,wcsspn,msvcr90.dll
0x01588668,0x6789a21b,1080,_wcslwr_s,msvcr90.dll
0x0158866C,0x678a3fe6,272,_aligned_msize,msvcr90.dll
0x01588670,0x678bacf0,75,_CIatan,msvcr90.dll
0x01588674,0x6787b8e0,1360,strcmp,msvcr90.dll
0x01588678,0x6787b9c0,1368,strlen,msvcr90.dll
0x0158867C,0x678badda,76,_CIatan2,msvcr90.dll
0x01588680,0x6787537d,1043,_vsnwprintf_s,msvcr90.dll
0x01588684,0x6787b190,1317,memchr,msvcr90.dll
0x01588688,0x67899e36,1074,_wcsicmp,msvcr90.dll
0x0158868C,0x6787799d,1438,wcstok_s,msvcr90.dll
0x01588690,0x67866646,615,_itoa_s,msvcr90.dll
0x01588694,0x6787373a,1387,swscanf_s,msvcr90.dll
0x01588698,0x6786ea07,1247,fputc,msvcr90.dll
0x0158869C,0x6786e3e5,1234,ferror,msvcr90.dll
0x015886A0,0x6787c8a8,1276,isalnum,msvcr90.dll
0x015886A4,0x6787c4db,1277,isalpha,msvcr90.dll
0x015886A8,0x6787eaa2,948,_strtoui64,msvcr90.dll
0x015886AC,0x6787ea50,945,_strtoi64,msvcr90.dll
0x015886B0,0x6787e70f,1382,strtol,msvcr90.dll
0x015886B4,0x678ad23f,1348,signal,msvcr90.dll
0x015886B8,0x678993ca,929,_strlwr_s,msvcr90.dll
0x015886BC,0x678999fb,953,_strupr_s,msvcr90.dll
0x015886C0,0x67868a5d,480,_getcwd,msvcr90.dll
0x015886C4,0x6787ed7f,1396,toupper,msvcr90.dll
0x015886C8,0x678af212,1270,getenv_s,msvcr90.dll
0x015886CC,0x67879b56,440,_ftime64,msvcr90.dll
0x015886D0,0x678700d9,430,_fsopen,msvcr90.dll
0x015886D4,0x678996ae,933,_strnicmp,msvcr90.dll
0x015886D8,0x678990b7,923,_stricmp,msvcr90.dll
0x015886DC,0x67898f83,1361,strcoll,msvcr90.dll
0x015886E0,0x67879b66,503,_gmtime64_s,msvcr90.dll
0x015886E4,0x678baba0,74,_CIasin,msvcr90.dll
0x015886E8,0x6787c678,1279,isdigit,msvcr90.dll
0x015886EC,0x6787c791,1285,isspace,msvcr90.dll
0x015886F0,0x6787bd60,1375,strpbrk,msvcr90.dll
0x015886F4,0x678baffa,80,_CIfmod,msvcr90.dll
0x015886F8,0x67876ff7,1381,strtok_s,msvcr90.dll
0x015886FC,0x678b29b8,903,_splitpath_s,msvcr90.dll
0x01588700,0x67872253,1331,puts,msvcr90.dll
0x01588704,0x678b256b,1206,abort,msvcr90.dll
0x01588708,0x678baa50,73,_CIacos,msvcr90.dll
0x0158870C,0x678634cd,293,_beginthreadex,msvcr90.dll
0x01588710,0x6789df18,92,_CxxThrowException,msvcr90.dll
0x01588714,0x678c3300,1241,floor,msvcr90.dll
0x01588718,0x678c3110,1222,ceil,msvcr90.dll
0x0158871C,0x678bb5c0,84,_CIsin,msvcr90.dll
0x01588720,0x678bae30,77,_CIcos,msvcr90.dll
0x01588724,0x6787ae20,1319,memcpy,msvcr90.dll
0x01588728,0x6789db6e,115,__CxxFrameHandler,msvcr90.dll
0x0158872C,0x6787b680,1323,memset,msvcr90.dll
0x01588730,0x678bb7b0,87,_CItan,msvcr90.dll
0x01588734,0x678bb6b0,86,_CIsqrt,msvcr90.dll
0x01588738,0x678bb330,83,_CIpow,msvcr90.dll
0x0158873C,0x678778ed,1437,wcstok,msvcr90.dll
0x01588740,0x6789a9b4,1102,_wcsupr,msvcr90.dll
0x01588744,0x6789a979,1104,_wcsupr_s,msvcr90.dll
0x01588748,0x6787b310,1321,memmove,msvcr90.dll
0x0158874C,0x67876f2e,1380,strtok,msvcr90.dll
0x01588750,0x678706a6,1251,fread,msvcr90.dll
0x01588754,0x67874c89,1039,_vsnprintf_s,msvcr90.dll
0x01588758,0x67876a87,919,_strdup,msvcr90.dll
0x0158875C,0x67884df0,756,_mbsrchr,msvcr90.dll
0x01588760,0x67870d95,1261,ftell,msvcr90.dll
0x01588764,0x67870000,1235,fflush,msvcr90.dll
0x01588768,0x6787bdb0,1376,strrchr,msvcr90.dll
0x0158876C,0x67876bc8,1358,strcat_s,msvcr90.dll
0x01588770,0x6787ec21,1395,tolower,msvcr90.dll
0x01588774,0x6787144b,1264,fwrite,msvcr90.dll
0x01588778,0x678b4f56,1354,srand,msvcr90.dll
0x0158877C,0x6787b810,1359,strchr,msvcr90.dll
0x01588780,0x67870379,1246,fprintf_s,msvcr90.dll
0x01588784,0x6787311f,1356,sscanf_s,msvcr90.dll
0x01588788,0x67882d32,680,_mbschr,msvcr90.dll
0x0158878C,0x6788334d,692,_mbsicmp,msvcr90.dll
0x01588790,0x67880cfc,584,_ismbcspace,msvcr90.dll
0x01588794,0x6786e27a,696,_mbsinc,msvcr90.dll
0x01588798,0x678701be,1244,fopen_s,msvcr90.dll
0x0158879C,0x6787e761,1383,strtoul,msvcr90.dll
0x015887A0,0x67874840,1027,_vscprintf,msvcr90.dll
0x015887A4,0x67876ba6,1374,strnlen,msvcr90.dll
0x015887A8,0x67885304,768,_mbsstr,msvcr90.dll
0x015887AC,0x67868b05,788,_mkdir,msvcr90.dll
0x015887B0,0x678730d0,1355,sscanf,msvcr90.dll
0x015887B4,0x678687d4,443,_fullpath,msvcr90.dll
0x015887B8,0x67870a2a,1259,fseek,msvcr90.dll
0x015887BC,0x67874821,1407,vsprintf,msvcr90.dll
0x015887C0,0x6786fc61,1232,fclose,msvcr90.dll
0x015887C4,0x678701a2,1243,fopen,msvcr90.dll
0x015887C8,0x678a3f03,17,??3@YAXPAX@Z,msvcr90.dll
0x015887CC,0x678a405f,271,_aligned_malloc,msvcr90.dll
0x015887D0,0x678a4040,270,_aligned_free,msvcr90.dll
0x015887D4,0x678a3f23,33,??_V@YAXPAX@Z,msvcr90.dll
0x015887D8,0x6789bbf6,1367,strftime,msvcr90.dll
0x015887DC,0x678b19d7,812,_purecall,msvcr90.dll
0x015887E0,0x6789bfb4,8,??0exception@std@@QAE@ABV01@@Z,msvcr90.dll
0x015887E4,0x6789c091,71,?what@exception@std@@UBEPBDXZ,msvcr90.dll
0x015887E8,0x6789c076,13,??1exception@std@@UAE@XZ,msvcr90.dll
0x015887EC,0x6789bf3a,6,??0exception@std@@QAE@ABQBD@Z,msvcr90.dll
0x015887F0,0x678accc9,523,_invalid_parameter_noinfo,msvcr90.dll
0x015887F4,0x6789bf24,9,??0exception@std@@QAE@XZ,msvcr90.dll
0x015887F8,0x6787497e,1035,_vsnprintf,msvcr90.dll
0x015887FC,0x678c1a37,409,_fpclass,msvcr90.dll
0x01588800,0x678a3d3f,1308,malloc,msvcr90.dll
0x01588804,0x678a6415,1339,realloc,msvcr90.dll
0x01588808,0x678a3b4e,1253,free,msvcr90.dll
0x0158880C,0x67872e73,1351,sprintf,msvcr90.dll
0x01588810,0x678769a3,1320,memcpy_s,msvcr90.dll
0x01588814,0x67876ae1,1371,strncmp,msvcr90.dll
0x01588818,0x6787d377,1215,atof,msvcr90.dll
0x0158881C,0x678720c1,1327,printf,msvcr90.dll
0x01588820,0x67876a25,1322,memmove_s,msvcr90.dll
0x01588824,0x67872f16,1352,sprintf_s,msvcr90.dll
0x01588828,0x67873369,1385,swprintf_s,msvcr90.dll
0x0158882C,0x67877141,1415,wcscat_s,msvcr90.dll
0x01588830,0x6787722a,1420,wcscpy_s,msvcr90.dll
0x01588834,0x67872998,874,_snprintf,msvcr90.dll
0x01588838,0x67874de4,1041,_vsnwprintf,msvcr90.dll
0x0158883C,0x67877524,1427,wcsncpy,msvcr90.dll
0x01588840,0x67874ea4,1049,_vswprintf,msvcr90.dll
0x01588844,0x678b49c0,1334,qsort,msvcr90.dll
0x01588848,0x67879dda,630,_localtime64_s,msvcr90.dll
0x0158884C,0x6787a4ac,971,_time64,msvcr90.dll
0x01588850,0x6787518b,1051,_vswprintf_c_l,msvcr90.dll
0x01588854,0x678b4f6d,1337,rand,msvcr90.dll
0x01588858,0x678800b5,1192,_wtof,msvcr90.dll
0x0158885C,0x67877573,1428,wcsncpy_s,msvcr90.dll
0x01588860,0x6786637a,1194,_wtoi,msvcr90.dll
0x01588864,0x678660ad,1216,atoi,msvcr90.dll
0x01588868,0x67877887,1435,wcsstr,msvcr90.dll
0x0158886C,0x678a3c40,1221,calloc,msvcr90.dll
0x01588870,0x678a62a2,824,_recalloc,msvcr90.dll
0x01588874,0x6787524a,1409,vswprintf_s,msvcr90.dll
0x01588878,0x67874b5b,1408,vsprintf_s,msvcr90.dll
0x0158887C,0x67882e7a,682,_mbscmp,msvcr90.dll
0x01588880,0x67866874,616,_itow,msvcr90.dll
0x01588884,0x67874f2f,1031,_vscwprintf,msvcr90.dll
0x01588888,0x67876d0a,1363,strcpy_s,msvcr90.dll
0x0158888C,0x678a3e99,15,??2@YAPAXI@Z,msvcr90.dll
0x01588890,0x6787774a,1431,wcsrchr,msvcr90.dll
0x01588894,0x678771c3,1416,wcschr,msvcr90.dll
0x01588898,0x6787dcb7,1314,mbstowcs,msvcr90.dll
0x0158889C,0x678b1a06,864,_set_purecall_handler,msvcr90.dll
0x015888A0,0x678a4288,276,_aligned_realloc,msvcr90.dll
0x015888A4,0x67870216,1245,fprintf,msvcr90.dll
0x015888A8,0x6786f1c3,163,__iob_func,msvcr90.dll
0x015888AC,0x6787beb0,1378,strstr,msvcr90.dll
0x015888B0,0x67872f5d,878,_snprintf_s,msvcr90.dll
0x015888B4,0x6787a097,629,_localtime64,msvcr90.dll
0x015888B8,0x67862455,1229,exit,msvcr90.dll
0x015888BC,0x67876d77,1373,strncpy_s,msvcr90.dll
0x015888C0,0x678761a2,1447,wprintf,msvcr90.dll
0x015888C4,0x678b2967,902,_splitpath,msvcr90.dll
0x015888C8,0x00000000,,,
0x015888CC,0x75754e70,4,GetAcceptExSockaddrs,mswsock.dll
0x015888D0,0x00000000,,,
0x015888D4,0x63ef62c0,2,Ordinal#2,ngclient.aes
0x015888D8,0x63ef6320,1,Ordinal#1,ngclient.aes
0x015888DC,0x00000000,,,
0x015888E0,0x623a11b0,1,NIGS_1,neomon.dll
0x015888E4,0x623a14d0,6,NIGS_6,neomon.dll
0x015888E8,0x623a1490,5,NIGS_5,neomon.dll
0x015888EC,0x623a1200,2,NIGS_2,neomon.dll
0x015888F0,0x623a1380,3,NIGS_3,neomon.dll
0x015888F4,0x623a1480,4,NIGS_4,neomon.dll
0x015888F8,0x623a14b0,7,NIGS_7,neomon.dll
0x015888FC,0x00000000,,,
0x01588900,0x76b96520,149,SysStringByteLen,oleaut32.dll
0x01588904,0x76b9f620,150,SysAllocStringByteLen,oleaut32.dll
0x01588908,0x76bb6dc0,200,GetErrorInfo,oleaut32.dll
0x0158890C,0x76b93d70,8,VariantInit,oleaut32.dll
0x01588910,0x76b9d7d0,12,VariantChangeType,oleaut32.dll
0x01588914,0x76bb6dd0,201,SetErrorInfo,oleaut32.dll
0x01588918,0x76bb6db0,202,CreateErrorInfo,oleaut32.dll
0x0158891C,0x76b9fa70,2,SysAllocString,oleaut32.dll
0x01588920,0x76b9ec30,6,SysFreeString,oleaut32.dll
0x01588924,0x76b9e9e0,9,VariantClear,oleaut32.dll
0x01588928,0x76b93f50,7,SysStringLen,oleaut32.dll
0x0158892C,0x00000000,,,
0x01588930,0x76521480,22,GetProcessMemoryInfo,psapi.dll
0x01588934,0x00000000,,,
0x01588938,0x10009a10,10,NxReleasePhysicsSDK,physxloader.dll
0x0158893C,0x10009940,9,NxGetUtilLib,physxloader.dll
0x01588940,0x1000a120,2,NxCreatePhysicsSDK,physxloader.dll
0x01588944,0x00000000,,,
0x01588948,0x7795a060,1550,UuidToStringA,rpcrt4.dll
0x0158894C,0x77918160,1551,UuidToStringW,rpcrt4.dll
0x01588950,0x77917fa0,1533,RpcStringFreeW,rpcrt4.dll
0x01588954,0x77959fc0,1546,UuidFromStringA,rpcrt4.dll
0x01588958,0x77919f60,1532,RpcStringFreeA,rpcrt4.dll
0x0158895C,0x7791be90,1542,UuidCreate,rpcrt4.dll
0x01588960,0x00000000,,,
0x01588964,0x75fa42b0,505,SHGetFolderPathW,shell32.dll
0x01588968,0x00000000,,,
0x0158896C,0x765d5280,666,PathFindExtensionW,shlwapi.dll
0x01588970,0x765d5950,732,PathRemoveExtensionW,shlwapi.dll
0x01588974,0x765d63a0,624,PathAppendW,shlwapi.dll
0x01588978,0x765d59c0,696,PathIsRelativeW,shlwapi.dll
0x0158897C,0x765d7830,653,PathCombineW,shlwapi.dll
0x01588980,0x765de3a0,652,PathCombineA,shlwapi.dll
0x01588984,0x765de360,650,PathCanonicalizeA,shlwapi.dll
0x01588988,0x765de940,743,PathStripPathA,shlwapi.dll
0x0158898C,0x765d35f0,850,StrCmpW,shlwapi.dll
0x01588990,0x765e71d0,837,StrCatW,shlwapi.dll
0x01588994,0x00000000,,,
0x01588998,0x75acfcb0,2119,LoadStringW,user32.dll
0x0158899C,0x75ab5bf0,2118,LoadStringA,user32.dll
0x015889A0,0x75ad0240,1867,GetKeyboardLayout,user32.dll
0x015889A4,0x75b1b160,1869,GetKeyboardLayoutNameA,user32.dll
0x015889A8,0x75ad1c90,1505,ActivateKeyboardLayout,user32.dll
0x015889AC,0x75ad2690,1868,GetKeyboardLayoutList,user32.dll
0x015889B0,0x75ad3010,2289,SendInput,user32.dll
0x015889B4,0x75abb970,2142,MapVirtualKeyW,user32.dll
0x015889B8,0x75ac5c80,1989,GetWindowInfo,user32.dll
0x015889BC,0x75b11b90,2156,MessageBoxW,user32.dll
0x015889C0,0x75ad2580,1826,GetCursorInfo,user32.dll
0x015889C4,0x75aba340,2431,ToUnicodeEx,user32.dll
0x015889C8,0x77c286d0,702,DefWindowProcW,user32.dll
0x015889CC,0x75ab9c60,2448,UnregisterClassA,user32.dll
0x015889D0,0x75b11670,2149,MessageBoxA,user32.dll
0x015889D4,0x75ab8240,2499,wsprintfW,user32.dll
0x015889D8,0x75acf770,2358,SetRect,user32.dll
0x015889DC,0x77c286c0,701,DefWindowProcA,user32.dll
0x015889E0,0x75ad30a0,2299,SetCapture,user32.dll
0x015889E4,0x75ad1c9c,2308,SetCursor,user32.dll
0x015889E8,0x75ad33e0,2402,ShowCursor,user32.dll
0x015889EC,0x75ab9ba0,2267,ReleaseCapture,user32.dll
0x015889F0,0x75ad10c0,2101,LoadCursorA,user32.dll
0x015889F4,0x75ad1600,2192,PostQuitMessage,user32.dll
0x015889F8,0x75ad2070,1522,BeginPaint,user32.dll
0x015889FC,0x75ad2470,1752,EndPaint,user32.dll
0x01588A00,0x75ac5ab0,1813,GetClientRect,user32.dll
0x01588A04,0x75ab4e60,1587,ClientToScreen,user32.dll
0x01588A08,0x75ad22c0,1690,DestroyWindow,user32.dll
0x01588A0C,0x75ab9280,2500,wvsprintfA,user32.dll
0x01588A10,0x75abcd30,2403,ShowOwnedPopups,user32.dll
0x01588A14,0x75acc450,2187,PeekMessageW,user32.dll
0x01588A18,0x75ad2130,1588,ClipCursor,user32.dll
0x01588A1C,0x75aba6d0,2105,LoadIconA,user32.dll
0x01588A20,0x75ab2ae0,2236,RegisterClassA,user32.dll
0x01588A24,0x75ac5710,1959,GetSystemMetrics,user32.dll
0x01588A28,0x75abc590,1508,AdjustWindowRect,user32.dll
0x01588A2C,0x75ab8fa0,1627,CreateWindowExA,user32.dll
0x01588A30,0x75ab8b40,2386,SetWindowLongA,user32.dll
0x01588A34,0x75ad33b0,2389,SetWindowPos,user32.dll
0x01588A38,0x75ad3410,2407,ShowWindow,user32.dll
0x01588A3C,0x75ac52d0,2464,UpdateWindow,user32.dll
0x01588A40,0x75ac5830,1998,GetWindowRect,user32.dll
0x01588A44,0x75acad60,1831,GetDesktopWindow,user32.dll
0x01588A48,0x75ad2c70,2162,MoveWindow,user32.dll
0x01588A4C,0x75aca030,1838,GetDlgItem,user32.dll
0x01588A50,0x75ab4d00,2290,SendMessageA,user32.dll
0x01588A54,0x75abc470,2099,LoadBitmapA,user32.dll
0x01588A58,0x75ad2b00,2051,InvalidateRect,user32.dll
0x01588A5C,0x75abb4c0,1750,EndDialog,user32.dll
0x01588A60,0x75aefcc0,1694,DialogBoxParamA,user32.dll
0x01588A64,0x75ab89e0,1781,FindWindowA,user32.dll
0x01588A68,0x75ad31a0,2323,SetFocus,user32.dll
0x01588A6C,0x75ad1470,2324,SetForegroundWindow,user32.dll
0x01588A70,0x75ad3050,2298,SetActiveWindow,user32.dll
0x01588A74,0x75b1ade0,1543,ChangeDisplaySettingsA,user32.dll
0x01588A78,0x75acb200,2439,TranslateMessage,user32.dll
0x01588A7C,0x75ab88e0,1697,DispatchMessageA,user32.dll
0x01588A80,0x75acd030,1866,GetKeyState,user32.dll
0x01588A84,0x75ad26a0,1871,GetKeyboardState,user32.dll
0x01588A88,0x75abc250,2428,ToAscii,user32.dll
0x01588A8C,0x75aba130,2173,OpenClipboard,user32.dll
0x01588A90,0x75abcc50,1740,EmptyClipboard,user32.dll
0x01588A94,0x75ab8cb0,2305,SetClipboardData,user32.dll
0x01588A98,0x75abc190,1589,CloseClipboard,user32.dll
0x01588A9C,0x75ab9710,2063,IsClipboardFormatAvailable,user32.dll
0x01588AA0,0x75acf960,1828,GetDC,user32.dll
0x01588AA4,0x75abcc00,2306,SetClipboardViewer,user32.dll
0x01588AA8,0x75abcb60,1542,ChangeClipboardChain,user32.dll
0x01588AAC,0x75ab8b60,1816,GetClipboardData,user32.dll
0x01588AB0,0x023e3673,,,
0x01588AB4,0x75ab4e20,2201,PtInRect,user32.dll
0x01588AB8,0x75acb600,2172,OffsetRect,user32.dll
0x01588ABC,0x75ab8900,2421,SystemParametersInfoA,user32.dll
0x01588AC0,0x75acf730,1775,EqualRect,user32.dll
0x01588AC4,0x75abe790,2027,InflateRect,user32.dll
0x01588AC8,0x75ab61c0,1907,GetPhysicalCursorPos,user32.dll
0x01588ACC,0x75ac9c70,2280,ScreenToClient,user32.dll
0x01588AD0,0x75acf300,2268,ReleaseDC,user32.dll
0x01588AD4,0x00000000,,,
0x01588AD8,0x750b1540,16,VerQueryValueA,version.dll
0x01588ADC,0x750b1500,1,GetFileVersionInfoA,version.dll
0x01588AE0,0x750b1520,5,GetFileVersionInfoSizeA,version.dll
0x01588AE4,0x00000000,,,
0x01588AE8,0x73f50cf0,238,HttpOpenRequestA,wininet.dll
0x01588AEC,0x73ed4af0,231,HttpEndRequestA,wininet.dll
0x01588AF0,0x73e52ce0,359,InternetWriteFile,wininet.dll
0x01588AF4,0x73f2a160,337,InternetSetFilePointer,wininet.dll
0x01588AF8,0x73ed8e20,246,HttpSendRequestExA,wininet.dll
0x01588AFC,0x73ec1600,267,InternetCloseHandle,wininet.dll
0x01588B00,0x73f3da10,196,FtpPutFileA,wininet.dll
0x01588B04,0x73f3ddc0,203,FtpSetCurrentDirectoryA,wininet.dll
0x01588B08,0x73f3d240,182,FtpCreateDirectoryA,wininet.dll
0x01588B0C,0x73e56350,316,InternetOpenA,wininet.dll
0x01588B10,0x73e85b10,273,InternetConnectA,wininet.dll
0x01588B14,0x73f29f90,302,InternetGetLastResponseInfoA,wininet.dll
0x01588B18,0x00000000,,,
0x01588B1C,0x6944f870,147,timeBeginPeriod,winmm.dll
0x01588B20,0x6944f890,148,timeEndPeriod,winmm.dll
0x01588B24,0x69443c00,152,timeKillEvent,winmm.dll
0x01588B28,0x6944f8b0,149,timeGetDevCaps,winmm.dll
0x01588B2C,0x694447a0,151,timeGetTime,winmm.dll
0x01588B30,0x694438d0,153,timeSetEvent,winmm.dll
0x01588B34,0x00000000,,,
0x01588B38,0x75e11680,33,ldap_next_attribute,wldap32.dll
0x01588B3C,0x75df61d0,26,ldap_first_entry,wldap32.dll
0x01588B40,0x75e29740,132,ldap_get_dnA,wldap32.dll
0x01588B44,0x75e2fc80,146,ldap_memfreeA,wldap32.dll
